image,participant,normalized_description,num_nouns,pos,filename
1593047,12,Drie polities te paard,2,NUM NOUN ADP NOUN,Scan_Path_ppn12_1593047.mp3
285851,12,Twee metro's die naast elkaar rijden vlakbij een halte,2,NUM NOUN PRON ADP PRON VERB ADP DET NOUN,Scan_Path_ppn12_285851.mp3
285948,12,Drie mensen die pizza eten delend,2,NUM NOUN PRON NOUN VERB VERB,Scan_Path_ppn12_285948.mp3
285959,12,Een rommelig bureau met in het midden een toetsenbord en daarvoor een mok,2,DET ADJ NOUN ADP ADP DET NOUN DET NOUN CONJ ADV DET ADJ,Scan_Path_ppn12_285959.mp3
497974,12,Twee busjes waarvan een grote en een kleinere en de grote met drie palen daarvoor,2,NUM NOUN ADV DET ADJ CONJ DET ADJ CONJ DET ADJ ADP NUM NOUN ADV,Scan_Path_ppn12_497974.mp3
498108,12,Een man die net een frisbee heeft gegooid,2,DET NOUN PRON ADV DET NOUN VERB VERB,Scan_Path_ppn12_498108.mp3
713418,12,Een drukke straat met verkeer dat over en weer raast,2,DET ADJ NOUN ADP NOUN PRON ADV CONJ ADV VERB,Scan_Path_ppn12_713418.mp3
713633,12,Een klas werkende achter een laptop,2,DET NOUN VERB ADP DET NOUN,Scan_Path_ppn12_713633.mp3
713652,12,Een groep snowboarders wachtende tot een foto wordt gemaakt,2,DET NOUN NOUN VERB ADP DET NOUN VERB VERB,Scan_Path_ppn12_713652.mp3
150277,10,Vliegtuig van Lufthansa op een vliegveld,2,NOUN PROPN NOUN ADP DET NOUN,Scan_Path_ppn10_150277.mp3
286034,44,Het zijn sporters waar bananen worden uitgedeeld,2,PRON PRON NOUN ADV NOUN VERB VERB,Scan_Path_ppn44_286034.mp3
498079,44,Een man met een verjaardagshoed op die aan het bellen is,2,DET NOUN ADP DET NOUN ADP PRON ADP X VERB VERB,Scan_Path_ppn44_498079.mp3
713780,44,Een vrouw die een hamburger eet,2,DET NOUN PRON DET NOUN VERB,Scan_Path_ppn44_713780.mp3
1592619,104,Een kruising waarbij een rode auto van rechts komt,2,DET NOUN ADV DET ADJ NOUN ADP ADV VERB,Scan_Path_ppn104_1592619.mp3
498339,106,Een gezelschap aan een tafel die het lachen is,2,DET NOUN ADP DET NOUN PRON PRON VERB VERB,Scan_Path_ppn106_498339.mp3
1160019,40,Een ouder stel dat naar een klein jongetje kijkt die trots op zijn ski's staat,2,DET ADJ VERB PRON ADP DET ADJ NOUN VERB PRON ADJ ADP PRON NOUN VERB,Scan_Path_ppn40_1160019.mp3
1593063,104,Een oefening van de brandweer,2,DET NOUN ADP DET NOUN,Scan_Path_ppn104_1593063.mp3
1592656,107,Een touringcar die over een weg heen rijdt,2,DET NOUN PRON ADP DET NOUN ADP VERB,Scan_Path_ppn107_1592656.mp3
498221,107,Een man die op het water aan het surfen is,2,DET NOUN PRON ADP DET NOUN ADP DET VERB VERB,Scan_Path_ppn107_498221.mp3
1592083,102,Drie pizza's met een steenoven op de achtergrond,2,NUM NOUN ADP DET NOUN ADP DET NOUN,Scan_Path_ppn102_1592083.mp3
1592971,108,Op het aanrecht staat keukenapparatuur ,2,ADP DET NOUN VERB NOUN,Scan_Path_ppn108_1592971.mp3
498108,105,Een man die een rode frisbee weggooit ,2,DET NOUN PRON DET ADJ NOUN VERB,Scan_Path_ppn105_498108.mp3
713730,107,Een meneer die donuts aan het uitkiezen is in een donutwinkel,2,DET NOUN PRON NUM ADP DET VERB VERB ADP DET NOUN,Scan_Path_ppn107_713730.mp3
1159991,104,"Een straat verlicht door blauwe en rode neonlichten, op de achtergrond groen",2,DET NOUN VERB ADP ADJ CONJ ADJ NOUN PUNCT ADP DET NOUN ADJ,Scan_Path_ppn104_1159991.mp3
498258,106,Een witte Mercedes vrachtwagen die geparkeerd staat in de stad,2,DET ADJ ADJ NOUN PRON VERB VERB ADP DET NOUN,Scan_Path_ppn106_498258.mp3
150303,101,Een meubelzaak met groene banken,2,DET NOUN ADP ADJ NOUN,Scan_Path_ppn101_150303.mp3
713666,10,"Een rood met witte bus, lijkt een oude bus te zijn, met allemaal rode leren stoelen erin",2,DET ADJ ADP ADJ NOUN PUNCT VERB DET ADJ NOUN ADP VERB PUNCT ADP PRON ADJ VERB VERB ADV,Scan_Path_ppn10_713666.mp3
1159768,106,"Een zwarte old timer, die geparkeerd staat bij andere old timers ",2,DET ADJ PROPN PROPN PUNCT PRON VERB VERB ADP PRON ADJ NOUN,Scan_Path_ppn106_1159768.mp3
498039,40,Een man die een enorme pizza probeert weg te werken,2,DET NOUN PRON DET ADJ NOUN VERB ADV ADP VERB,Scan_Path_ppn40_498039.mp3
1592836,106,Een aangeklede tafel met bloemen in het midden,2,DET ADJ NOUN ADP NOUN ADP DET NOUN,Scan_Path_ppn106_1592836.mp3
1592150,108,Staat een witte fiets geparkeerd tegen een hek aan,2,VERB DET ADJ NOUN VERB ADP DET NOUN ADV,Scan_Path_ppn108_1592150.mp3
1159572,101,Kruispunt met een rood en oranje stoplicht,2,NOUN ADP DET ADJ CONJ ADJ NOUN,Scan_Path_ppn101_1159572.mp3
1159592,3,Een gedekte tafel met daarbij mensen die zo meteen gaan eten,2,DET ADJ NOUN ADP ADV NOUN PRON ADV ADV VERB VERB,Scan_Path_ppn3_1159592.mp3
1593041,106,Een koelkast met verschillende dranken erin,2,DET NOUN ADP PRON NOUN ADV,Scan_Path_ppn106_1593041.mp3
1160180,102," Een stoplichten waarbij een grijs busje staat, stoplicht staat op rood",2,SPACE DET NOUN ADV DET ADJ NOUN VERB PUNCT ADJ VERB ADP ADJ,Scan_Path_ppn102_1160180.mp3
1159784,3,Een keuken met allemaal dozen en pannen waarin gekookt wordt,2,DET NOUN ADP PRON VERB CONJ NOUN ADV VERB VERB,Scan_Path_ppn3_1159784.mp3
1592378,108,Op het terras deelt een man broodjes uit,2,ADP DET NOUN VERB DET NOUN NOUN ADV,Scan_Path_ppn108_1592378.mp3
150432,105,Auto's rijden over een weg terwijl het sneeuwt,2,NOUN VERB ADP DET NOUN CONJ PRON VERB,Scan_Path_ppn105_150432.mp3
1592025,101,Een klein meisje dat een zwart koffer vasthoudt ,2,DET ADJ NOUN CONJ DET ADJ NOUN VERB,Scan_Path_ppn101_1592025.mp3
1159353,101,Een tafel met daarop eten en een laptop,2,DET NOUN ADP ADV VERB CONJ DET NOUN,Scan_Path_ppn101_1159353.mp3
497926,40,Een klein jongetje op een Harley-Davidson,2,DET ADJ NOUN ADP DET NOUN,Scan_Path_ppn40_497926.mp3
713371,105,Een aansluitpunt voor brandweerslangen geloof ik ,2,DET NOUN ADP NOUN VERB PRON,Scan_Path_ppn105_713371.mp3
713330,101,Bureau met twee computers erop,2,NOUN ADP NUM NOUN ADV,Scan_Path_ppn101_713330.mp3
1159762,103,Een klassieke Harley-Davidson motor met zijspan,2,DET ADJ NOUN NOUN ADP NOUN,Scan_Path_ppn103_1159762.mp3
713742,103,Een bus met pasta reclame achterop,2,DET NOUN ADP NOUN NOUN ADV,Scan_Path_ppn103_713742.mp3
498058,108,De rood met groene trein komt het station binnenrijden,2,DET ADJ ADP ADJ NOUN VERB DET NOUN VERB,Scan_Path_ppn108_498058.mp3
1592499,107,Een brug waar een trein over rijdt ,2,DET NOUN ADV DET NOUN ADV VERB,Scan_Path_ppn107_1592499.mp3
1159762,44,Een groene motor met een zijspan,2,DET ADJ NOUN ADP DET NOUN,Scan_Path_ppn44_1159762.mp3
713679,104,Een beursachtige opstelling waarbij een X-Box 360 draait,2,DET ADJ NOUN ADV DET NOUN NUM VERB,Scan_Path_ppn104_713679.mp3
1592137,105,Heel veel mensen zitten onder een parasol,2,ADV NUM NOUN VERB ADP DET NOUN,Scan_Path_ppn105_1592137.mp3
285994,40,Een bord vol met groenten,2,DET NOUN ADJ ADP NOUN,Scan_Path_ppn40_285994.mp3
1592619,44,Een aantal stoplichten waar een rode auto voorbij komt rijden,2,DET NOUN NOUN ADV DET ADJ NOUN ADJ VERB VERB,Scan_Path_ppn44_1592619.mp3
1592874,105,Auto's die rijden over een weg,2,NOUN PRON VERB ADP DET NOUN,Scan_Path_ppn105_1592874.mp3
713684,104,Een tweetal bussen die richting London bridge rijden,2,DET NOUN NOUN PRON NOUN NOUN PROPN VERB,Scan_Path_ppn104_713684.mp3
1593056,101,Vier vrouwen in een restaurant,2,NUM NOUN ADP DET NOUN,Scan_Path_ppn101_1593056.mp3
285766,40,Een perron met een binnenkomende vrachtgoederentrein,2,DET NOUN ADP DET VERB NOUN,Scan_Path_ppn40_285766.mp3
286034,34,Lijkt wel een hardloopwedstrijd waar ze bananen uitdelen ,2,VERB ADV DET NOUN ADV PRON NOUN VERB,Scan_Path_ppn34_286034.mp3
1593063,44,Twee dezelfde rode auto's naast twee brandweerbussen ,2,NUM PRON ADJ NOUN ADP NUM NOUN,Scan_Path_ppn44_1593063.mp3
1592807,106,Een oranje bus met reclameborden erop,2,DET ADJ NOUN ADP NOUN ADV,Scan_Path_ppn106_1592807.mp3
498092,34,Drie dames die in de keuken bezig zijn,2,NUM NOUN PRON ADP DET NOUN ADJ VERB,Scan_Path_ppn34_498092.mp3
1592189,101,Een uitschuif strijkplank met daarop een strijkbout ,2,DET NOUN NOUN ADP ADV DET NOUN,Scan_Path_ppn101_1592189.mp3
713512,102,Weg met veel auto's waar het hard aan het regenen is ,2,ADV ADP NUM NOUN ADV DET NOUN ADP DET VERB VERB,Scan_Path_ppn102_713512.mp3
1592289,40,Een rotonde waar twee dubbeldekker bussen net oprijden,2,DET VERB ADV NUM NUM NOUN ADV NOUN,Scan_Path_ppn40_1592289.mp3
1593063,103,Twee brandweer auto's en twee grote rode SUV's ,2,NUM NOUN NOUN CONJ NUM ADJ ADJ NOUN,Scan_Path_ppn103_1593063.mp3
1592397,103,Een ouder echtpaar snijdt hun chocoladetaart aan,2,DET ADJ NOUN VERB PRON NOUN ADV,Scan_Path_ppn103_1592397.mp3
1159874,102,Een strand met een rode parasol,2,DET NOUN ADP DET ADJ NOUN,Scan_Path_ppn102_1159874.mp3
1159991,103,Een verlichte straat in een verder donkere stad,2,DET ADJ NOUN ADP DET ADJ ADJ NOUN,Scan_Path_ppn103_1159991.mp3
1160062,101,Volwassen mannen die aan het Wii'en zijn,2,ADJ NOUN PRON ADP DET NOUN VERB,Scan_Path_ppn101_1160062.mp3
1592017,101,Een stopbord en een fietsbord,2,DET NOUN CONJ DET NOUN,Scan_Path_ppn101_1592017.mp3
1159541,40,Een dubbeldekker bus voor het stoplicht,2,DET ADJ NOUN ADP DET NOUN,Scan_Path_ppn40_1159541.mp3
1160049,107,Een strand met heel veel groene parasols,2,DET NOUN ADP ADV NUM ADJ NOUN,Scan_Path_ppn107_1160049.mp3
150374,102,"Een Engelse tourbus, een rode dubbeldekker bus",2,DET ADJ NOUN PUNCT DET ADJ NOUN NOUN,Scan_Path_ppn102_150374.mp3
713024,101,Amerikaanse stad met de kruispunt,2,ADJ NOUN ADP DET NOUN,Scan_Path_ppn101_713024.mp3
150496,34,Een huiskamer van iemand waar ze aan het Wii'en zijn,2,DET NOUN ADP PRON ADV PRON ADP DET NOUN VERB,Scan_Path_ppn34_150496.mp3
1159648,103,Een snuisterijenwinkel in Rome,2,DET NOUN ADP NOUN,Scan_Path_ppn103_1159648.mp3
1592857,101,Een vrolijk meisje en een Aziatische man die aan het bellen is,2,DET ADJ NOUN CONJ DET ADJ NOUN PRON ADP X VERB VERB,Scan_Path_ppn101_1592857.mp3
713749,107,Vier mannen die bezig zijn om het eten klaar te maken,2,NUM NOUN PRON ADJ VERB CONJ DET NOUN ADJ ADP VERB,Scan_Path_ppn107_713749.mp3
498032,103,Drie skiërs en een vliegtuig op de achtergrond,2,NUM NOUN CONJ DET NOUN ADP DET NOUN,Scan_Path_ppn103_498032.mp3
1159648,3,Een huis met daaronder een winkel,2,DET NOUN ADP ADV DET NOUN,Scan_Path_ppn3_1159648.mp3
713790,104,De Footlocker en daarnaast de Jimmy Jazz ,2,DET NOUN CONJ ADV DET NOUN PROPN,Scan_Path_ppn104_713790.mp3
1592305,104,Een oude furniture and carpets fabriek in de stad,2,DET ADJ NOUN NOUN PROPN PROPN ADP DET NOUN,Scan_Path_ppn104_1592305.mp3
1159819,105,Een man zit op een olifant,2,DET NOUN VERB ADP DET NOUN,Scan_Path_ppn105_1159819.mp3
498326,101,Een groen witte stadsbus,2,DET NOUN ADJ NOUN,Scan_Path_ppn101_498326.mp3
1159675,103,Een vlieger optocht in Thailand,2,DET ADJ NOUN ADP NOUN,Scan_Path_ppn103_1159675.mp3
498024,34,Een rode bus met een groen stoplicht,2,DET ADJ NOUN ADP DET ADJ NOUN,Scan_Path_ppn34_498024.mp3
1592693,44,Een stoplicht voor rood waar drie auto's voorstaan,2,DET NOUN ADP ADJ ADV NUM NOUN VERB,Scan_Path_ppn44_1592693.mp3
285859,107,Een hal die er oud uitziet waar spullen tentoongesteld worden,2,DET NOUN PRON ADV ADJ VERB ADV NOUN VERB VERB,Scan_Path_ppn107_285859.mp3
61537,103,Een rij stoplichten met een theehuis op de achtergrond,2,DET ADJ NOUN ADP DET NOUN ADP DET NOUN,Scan_Path_ppn103_61537.mp3
150290,103,Vier mensen op skivakantie,2,NUM NOUN ADP NOUN,Scan_Path_ppn103_150290.mp3
1592394,38,Een stadsbus met hierop een Coca-Cola commercial aan de zijkant,3,DET NOUN ADP ADV DET ADJ NOUN ADP DET NOUN,Scan_Path_ppn38_1592394.mp3
1592499,38,Een trein die over een viaduct over water rijdt,3,DET NOUN PRON ADP DET NOUN ADP NOUN VERB,Scan_Path_ppn38_1592499.mp3
1592620,38,Twee mannen die op vakantie hotdogs aan het eten zijn,3,NUM NOUN PRON ADP NOUN NOUN ADP DET NOUN VERB,Scan_Path_ppn38_1592620.mp3
1592656,38,"Een touringcar die ergens op straat rijdt, ik denk een vakantiefoto",3,DET NOUN PRON ADV ADP NOUN VERB PUNCT PRON VERB DET NOUN,Scan_Path_ppn38_1592656.mp3
1592747,38,Een Aziatisch meisje die ergens in een soort tentoonstelling een deurtje opendoet,3,DET ADJ NOUN PRON ADV ADP DET NOUN NOUN DET NOUN VERB,Scan_Path_ppn38_1592747.mp3
285686,38,Een Aziatisch meisje die muziek luistert op haar laptop,3,DET ADJ NOUN PRON NOUN VERB ADP PRON NOUN,Scan_Path_ppn38_285686.mp3
285859,38,Kunst in een kunsthal of een museum,3,NOUN ADP DET NOUN CONJ DET NOUN,Scan_Path_ppn38_285859.mp3
285949,38,Een plein ergens in een stad waar een grote kerk op te zien is,3,DET NOUN ADV ADP DET NOUN ADV DET ADJ NOUN ADV ADP VERB VERB,Scan_Path_ppn38_285949.mp3
285993,38,Een plein waarop een grote toren te zien is waar een klok opzit,3,DET NOUN ADV DET ADJ NOUN ADP VERB VERB ADV DET NOUN VERB,Scan_Path_ppn38_285993.mp3
286001,38,De ruimte waarin het voer of het eten van de apen in de dierentuin wordt bereidt ,3,DET NOUN ADV PRON VERB CONJ DET VERB ADP DET NOUN ADP DET NOUN VERB VERB,Scan_Path_ppn38_286001.mp3
498111,38,En open oven in een keuken bij iemand in huis,3,CONJ ADJ NOUN ADP DET NOUN ADP PRON ADP NOUN,Scan_Path_ppn38_498111.mp3
498149,38,Iemand die een foto maakt in een badkamer waarvan zij zelf gedeeltelijk te zien is in de spiegel,3,PRON PRON DET NOUN VERB ADP DET NOUN ADV PRON PRON ADJ ADP VERB VERB ADP DET NOUN,Scan_Path_ppn38_498149.mp3
498286,38,Een auto die links de bocht omgaat bij een stoplicht,3,DET NOUN PRON ADV DET NOUN VERB ADP DET NOUN,Scan_Path_ppn38_498286.mp3
498388,38,Een groot billboard aan een gebouw wat verbouwd wordt van Apple,3,DET ADJ NOUN ADP DET NOUN PRON VERB VERB ADP NOUN,Scan_Path_ppn38_498388.mp3
498396,38,Een vader en een zoon die samen een tenniswedstrijd hebben gespeeld,3,DET NOUN CONJ DET NOUN PRON ADV DET NOUN VERB VERB,Scan_Path_ppn38_498396.mp3
61574,38,Een jongetje die aan het oefenen is met zijn worp voor honkbal,3,DET NOUN PRON ADP DET VERB VERB ADP PRON NOUN ADP NOUN,Scan_Path_ppn38_61574.mp3
713017,38,Twee Aziatische mensen die op een paard zitten in een carrousel,3,NUM ADJ NOUN PRON ADP DET NOUN VERB ADP DET NOUN,Scan_Path_ppn38_713017.mp3
713028,38,Een vrouw die verschillende soorten vliegers verkoopt op een parkeerplek,3,DET NOUN PRON PRON NOUN NOUN VERB ADP DET NOUN,Scan_Path_ppn38_713028.mp3
713135,38,Een viaduct over het water langs een park,3,DET NOUN ADP DET NOUN ADP DET NOUN,Scan_Path_ppn38_713135.mp3
713146,38,Een schoolbus die rijdt door een straat langs een supermarkt,3,DET NOUN PRON VERB ADP DET NOUN ADP DET NOUN,Scan_Path_ppn38_713146.mp3
713285,38,Je ziet vier schermen op een bureau van iemand die aan het werk is,3,PRON VERB NUM NOUN ADP DET NOUN ADP PRON PRON ADP DET NOUN VERB,Scan_Path_ppn38_713285.mp3
713328,38,Een drukke plek op een pier waar je een bord ziet van waar je allemaal heen kan en waar je kan eten,3,DET ADJ NOUN ADP DET NOUN ADV PRON DET NOUN VERB ADP ADV PRON PRON ADP VERB CONJ ADV PRON VERB VERB,Scan_Path_ppn38_713328.mp3
713380,38,Een slagman die klaar gaat staan om te slaan en de scheidsrechter die het punt afwijst ,3,DET NOUN PRON ADJ VERB VERB CONJ ADP VERB CONJ DET NOUN PRON DET NOUN VERB,Scan_Path_ppn38_713380.mp3
713513,38,En net opgemaakte hotelkamer met twee hele grote eenpersoonsbedden met wit en blauw beddengoed,3,CONJ ADV VERB NOUN ADP NUM ADJ ADJ NOUN ADP ADJ CONJ ADJ NOUN,Scan_Path_ppn38_713513.mp3
713730,38,Een jongen in een donut winkel die een donut aan het uitzoeken is,3,DET NOUN ADP DET NOUN PROPN PRON DET NOUN ADP DET VERB VERB,Scan_Path_ppn38_713730.mp3
1159572,42,Een verkeerssituatie waarin de stoplichten op rood staan en je auto's op de achtergrond ziet rijden maar op de voorgrond niet,3,DET NOUN ADV DET NOUN ADP ADJ VERB CONJ PRON NOUN ADP DET NOUN VERB VERB CONJ ADP DET NOUN ADV,Scan_Path_ppn42_1159572.mp3
1159768,42,Een zwarte ouderwetse auto op een beurs waar meer ouderwetse foto's staan die zich buiten plaatsvindt op een groenig grasveld,3,DET ADJ ADJ NOUN ADP DET NOUN ADV NUM ADJ NOUN VERB PRON PRON ADP VERB ADP DET ADJ VERB,Scan_Path_ppn42_1159768.mp3
1159967,42,"Een keuken waarin vier personen eten staan te bereiden, de keuken is erg rommelig ook",3,DET NOUN ADV NUM NOUN VERB VERB ADP VERB PUNCT DET NOUN VERB ADJ ADJ ADV,Scan_Path_ppn42_1159967.mp3
1160062,42,Een kantoor waarop vier mannen aan het Wii'en zijn in overhemden,3,DET NOUN ADV NUM NOUN ADP DET NOUN VERB ADP NUM,Scan_Path_ppn42_1160062.mp3
150273,42,"Een man die zich voorbereidt om te gaan slaan met zijn honkbalknuppel, hij staat nog niet in de slaghouding",3,DET NOUN PRON PRON VERB CONJ ADP VERB VERB ADP PRON NOUN PUNCT PRON VERB ADV ADV ADP DET NOUN,Scan_Path_ppn42_150273.mp3
150432,42,Een verkeerssituatie waarin het sneeuwt en je veel remlichten ziet,3,DET NOUN ADV DET NOUN CONJ PRON NUM NOUN VERB,Scan_Path_ppn42_150432.mp3
150474,42,Een skateboarder die aan het skateboarden is in een halfpipe waar veel toeschouwers zijn,3,DET NOUN PRON ADP DET VERB VERB ADP DET NOUN ADV NUM NOUN VERB,Scan_Path_ppn42_150474.mp3
1592017,42, Verkeersborden die aangeven dat je moet stoppen en dat er fietsers van alle richtingen aan kunnen komen,3,SPACE NOUN PRON VERB CONJ PRON VERB VERB CONJ CONJ ADV NOUN ADP PRON NOUN ADV VERB VERB,Scan_Path_ppn42_1592017.mp3
1592137,42,Mensen die op bankjes zitten en veel gekleurde parasollen vasthouden,3,NOUN PRON ADP NOUN VERB CONJ NUM VERB NOUN VERB,Scan_Path_ppn42_1592137.mp3
1592233,42,Een grote blauwe vrachtauto waarop zich een grote witte boot bevindt die nog is afgedekt met een zeil,3,DET ADJ ADJ NOUN ADV PRON DET ADJ ADJ NOUN VERB PRON ADV VERB VERB ADP DET NOUN,Scan_Path_ppn42_1592233.mp3
713936,12,Een opgeruimde woonkamer met een kat op de vloerbedekking,3,DET ADJ NOUN ADP DET NOUN ADP DET NOUN,Scan_Path_ppn12_713936.mp3
107906,13, twee vrachtwagentjes en een man met twee zakken die daar ook rondloopt,3,SPACE NUM NOUN CONJ DET NOUN ADP NUM NOUN PRON ADV ADV VERB,Scan_Path_ppn13_107906.mp3
1159318,13,Mannen die buiten aan het eten zijn onder een soort overkapping,3,NOUN PRON ADV ADP DET NOUN VERB ADP DET NOUN NOUN,Scan_Path_ppn13_1159318.mp3
1159353,13,Iemand die achter zijn laptop aan het eten is en ondertussen bewerkt hij foto's,3,PRON PRON ADP PRON NOUN ADP DET NOUN VERB CONJ ADV VERB PRON NOUN,Scan_Path_ppn13_1159353.mp3
1159365,13,Weer een straat met auto's en een grote bus,3,ADV DET NOUN ADP NOUN CONJ DET ADJ NOUN,Scan_Path_ppn13_1159365.mp3
1159427,13, Piccalilly bus die onderweg is naar piccalilly gewoon in een straat,3,SPACE PROPN PROPN PRON ADV VERB ADP NOUN ADJ ADP DET NOUN,Scan_Path_ppn13_1159427.mp3
1159486,13, toeristen rijdend op olifanten in een groene omgeving,3,SPACE NOUN NOUN ADP NOUN ADP DET ADJ NOUN,Scan_Path_ppn13_1159486.mp3
1159508,13,een kamer met houten meubels en een rood geel wit dekbed,3,DET NOUN ADP ADJ NOUN CONJ DET ADJ ADJ X NOUN,Scan_Path_ppn13_1159508.mp3
1159572,13,Een soort kruispunt met een grote busbaan en wat auto's die daar rijden,3,DET NOUN NOUN ADP DET ADJ NOUN CONJ PRON NOUN PRON ADV VERB,Scan_Path_ppn13_1159572.mp3
1159606,13,Een bureau met vier schermen en een los toetsenbord,3,DET NOUN ADP NUM NOUN CONJ DET ADJ NOUN,Scan_Path_ppn13_1159606.mp3
1159749,13,Een familie aan een tafel in een restaurant,3,DET NOUN ADP DET NOUN ADP DET NOUN,Scan_Path_ppn13_1159749.mp3
1159768,13,Een donkere oude auto op een grasveld naast een rode oude auto,3,DET ADJ ADJ NOUN ADP DET NOUN ADP DET ADJ ADJ NOUN,Scan_Path_ppn13_1159768.mp3
1159973,13, mensen die een wijn proeverij aan het doen zijn in een restaurant,3,SPACE NOUN PRON DET NOUN ADJ ADP X VERB VERB ADP DET NOUN,Scan_Path_ppn13_1159973.mp3
150273,13, Een man die zo gaat honkballen en er staat een man klaar om zijn slag te fotograferen,3,SPACE DET NOUN PRON ADV VERB VERB CONJ ADV VERB DET NOUN ADJ CONJ PRON NOUN ADP VERB,Scan_Path_ppn13_150273.mp3
150303,13,Een meubelzaak waar een beetje oudbollige bankset staat,3,DET NOUN ADV DET NOUN ADJ NOUN VERB,Scan_Path_ppn13_150303.mp3
150432,13,Een straat waar het beetje sneeuwerig is en er rijdt verkeer,3,DET NOUN ADV DET NOUN ADJ VERB CONJ ADV VERB NOUN,Scan_Path_ppn13_150432.mp3
150474,13,Een jongen op een skateboardbaan en er zijn heel wat mensen aan het kijken hoe hij aan het skateboarden is,3,DET NOUN ADP DET NOUN CONJ ADV VERB ADV PRON NOUN ADP X VERB ADV PRON ADP X VERB VERB,Scan_Path_ppn13_150474.mp3
1591838,13, Een vol bureau met twee computerschermen en wat toetsenborden,3,SPACE DET ADJ NOUN ADP NUM NOUN CONJ PRON NOUN,Scan_Path_ppn13_1591838.mp3
1591876,13, Een rijkgevulde sandwich met een soort milkshake erbij op een tafeltje buiten,3,SPACE DET VERB NOUN ADP DET NOUN NOUN ADV ADP DET NOUN ADV,Scan_Path_ppn13_1591876.mp3
1592133,13,Een heel bijzonder stel ingericht huis beetje kitsch en goud en wit,3,DET ADV ADJ NOUN VERB NOUN NOUN ADJ CONJ NOUN CONJ ADJ,Scan_Path_ppn13_1592133.mp3
1592372,13,Een motor die met veel bagage geparkeerd staat in een garage,3,DET NOUN PRON ADP NUM NOUN VERB VERB ADP DET NOUN,Scan_Path_ppn13_1592372.mp3
1592530,13,Een kindje die met haar moeder in het donker aan het skiën is op een niet zo steile piste,3,DET NOUN PRON ADP PRON NOUN ADP DET NOUN ADP DET VERB VERB ADP DET ADV ADV NOUN VERB,Scan_Path_ppn13_1592530.mp3
1592568,13,Verschillende zwembaden aan de kust in een warm land,3,PRON NOUN ADP DET NOUN ADP DET ADJ NOUN,Scan_Path_ppn13_1592568.mp3
1592836,13,Een tafel met allerlei zilver servies erop en een ham,3,DET NOUN ADP PRON NOUN NOUN ADV CONJ DET NOUN,Scan_Path_ppn13_1592836.mp3
1592857,13," twee mensen in een soort lift, de man is aan het bellen",3,SPACE NUM NOUN ADP DET NOUN NOUN PUNCT DET NOUN VERB ADP X VERB,Scan_Path_ppn13_1592857.mp3
1592934,13,Op het strand zo'n windsurf zeil die op het strand ligt,3,ADP DET NOUN PRON NOUN NOUN PRON ADP DET NOUN VERB,Scan_Path_ppn13_1592934.mp3
285807,13,Een vrouw in een soort garage die is daar aan het kamperen met heel veel zooi om zich heen,3,DET NOUN ADP DET NOUN NOUN PRON VERB ADV ADP X VERB ADP ADV NUM NOUN CONJ PRON ADP,Scan_Path_ppn13_285807.mp3
285932,13,"Een tafel met wat mensen, heel veel flessen wijn en lekker eten",3,DET NOUN ADP PRON NOUN PUNCT ADV NUM NOUN NOUN CONJ ADJ VERB,Scan_Path_ppn13_285932.mp3
285992,13,"Een kinderfeestje, ze hebben een grote taart en daar gaan ze nu iedereen een stukje van geven",3,DET NOUN PUNCT PRON VERB DET ADJ NOUN CONJ ADV VERB PRON ADV PRON DET NOUN ADV VERB,Scan_Path_ppn13_285992.mp3
498108,13,Twee jongens die in een park met een frisbee aan het gooien zijn,3,NUM NOUN PRON ADP DET NOUN ADP DET NOUN ADP X VERB VERB,Scan_Path_ppn13_498108.mp3
498258,13,Een grote witte vrachtwagen in een stad voor een geel gebouw,3,DET ADJ ADJ NOUN ADP DET NOUN ADP DET ADJ NOUN,Scan_Path_ppn13_498258.mp3
498339,13,Een groep mensen die lekker aan een wijntje zitten in een houten restaurant,3,DET NOUN NOUN PRON ADJ ADP DET NOUN VERB ADP DET ADJ NOUN,Scan_Path_ppn13_498339.mp3
713330,13,Een tafel met een laptop en een computer,3,DET NOUN ADP DET NOUN CONJ DET NOUN,Scan_Path_ppn13_713330.mp3
713371,13, Zo'n rood ding waar brandweermannen hun water vandaan kunnen halen op straat,3,SPACE PRON ADJ NOUN ADV VERB PRON NOUN ADV VERB VERB ADP NOUN,Scan_Path_ppn13_713371.mp3
713418,13,Een foto van een drukke straat in een Aziatische stad,3,DET NOUN ADP DET ADJ NOUN ADP DET ADJ NOUN,Scan_Path_ppn13_713418.mp3
713633,13, Jonge leerlingen achter een computer in een lokaal,3,SPACE ADJ NOUN ADP DET NOUN ADP DET NOUN,Scan_Path_ppn13_713633.mp3
713707,13,Een paar mensen die in het grasveld aan het spelen zijn met een vlieger,3,DET NOUN NOUN PRON ADP DET NOUN ADP X VERB VERB ADP DET NOUN,Scan_Path_ppn13_713707.mp3
1593146,36,Een jongen op een skateboard die een truc doet,3,DET NOUN ADP DET NOUN PRON DET NOUN VERB,Scan_Path_ppn36_1593146.mp3
285807,36, Een jonge vrouw in een opslagruimte die aan het opruimen is of aan het spullen verzamelen is,3,SPACE DET ADJ NOUN ADP DET NOUN PRON ADP X VERB VERB CONJ ADP DET NOUN VERB VERB,Scan_Path_ppn36_285807.mp3
